shift_id,employee_id,site_id,shift_date,clock_in_time,clock_out_time
S106979,E1159,ST-06,2026-07-12,18:15,07:45
S107105,E1162,ST-03,2026-07-12,07:00,16:00
S107155,E1163,ST-01,2026-07-12,06:15,19:45
S107253,E1165,ST-05,2026-07-12,07:30,19:45
S107302,E1166,ST-06,2026-07-12,06:00,11:45
S107434,E1169,ST-05,2026-07-12,09:00,18:45
S107527,E1171,ST-02,2026-07-12,08:00,14:15
S107574,E1172,ST-04,2026-07-12,06:00,17:15
S107716,E1175,ST-03,2026-07-12,08:15,17:15
S107798,E1177,ST-02,2026-07-12,08:00,15:45
S107892,E1179,ST-05,2026-07-12,08:15,19:30
S107935,E1180,ST-06,2026-07-12,06:00,15:15
S108145,E1185,ST-04,2026-07-12,09:00,13:15
S108318,E1189,ST-03,2026-07-12,06:30,15:00
S108363,E1190,ST-05,2026-07-12,06:00,19:30
S108500,E1193,ST-03,2026-07-12,09:00,13:45
S108559,E1195,ST-04,2026-07-12,09:00,19:15
S108601,E1196,ST-04,2026-07-12,18:15,00:00
S108803,E1200,ST-04,2026-07-12,06:00,17:00
S109074,E1206,ST-03,2026-07-12,08:00,21:15
S109166,E1208,ST-01,2026-07-12,06:30,15:15
S109216,E1209,ST-05,2026-07-12,06:00,11:00
S109262,E1210,ST-03,2026-07-12,09:30,22:30
S109301,E1211,ST-01,2026-07-12,06:00,
S109381,E1213,ST-03,2026-07-12,07:00,13:00
S100023,E1001,ST-01,2026-07-13,08:00,16:45
S100127,E1003,ST-03,2026-07-13,09:30,17:30
S100171,E1004,ST-03,2026-07-13,20:00,08:45
S100302,E1007,ST-06,2026-07-13,06:00,18:15
S100337,E1008,ST-03,2026-07-13,08:15,19:00
S100374,E1009,ST-02,2026-07-13,06:15,19:15
S100423,E1010,ST-01,2026-07-13,06:00,15:15
S100513,E1012,ST-04,2026-07-13,06:30,18:00
S100553,E1013,ST-04,2026-07-13,06:00,18:30
S100592,E1014,ST-03,2026-07-13,06:00,18:00
S100683,E1016,ST-04,2026-07-13,07:00,16:15
S100761,E1018,ST-01,2026-07-13,07:30,17:30
S100804,E1019,ST-05,2026-07-13,07:00,15:45
S100846,E1020,ST-03,2026-07-13,06:15,15:15
S100972,E1023,ST-01,2026-07-13,08:00,17:45
S101016,E1024,ST-01,2026-07-13,08:30,17:30
S101065,E1025,ST-02,2026-07-13,06:00,15:45
S101104,E1026,ST-05,2026-07-13,09:00,21:15
S101151,E1027,ST-06,2026-07-13,06:00,15:30
S101199,E1028,ST-01,2026-07-13,07:15,17:15
S101246,E1029,ST-04,2026-07-13,07:00,16:15
S101296,E1030,ST-03,2026-07-13,06:00,16:15
S101342,E1031,ST-05,2026-07-13,07:00,17:45
S101446,E1033,ST-01,2026-07-13,09:15,19:30
S101542,E1035,ST-01,2026-07-13,08:30,20:30
S101545,E1036,ST-03,2026-07-13,08:15,20:00
S101661,E1039,ST-04,2026-07-13,09:00,17:45
S101715,E1040,ST-03,2026-07-13,08:00,18:15
S101761,E1041,ST-03,2026-07-13,08:00,17:15
S101803,E1042,ST-03,2026-07-13,06:30,18:15
S101896,E1044,ST-02,2026-07-13,18:00,06:15
S101943,E1045,ST-05,2026-07-13,06:00,15:15
S101995,E1046,ST-03,2026-07-13,06:00,14:45
S102083,E1048,ST-01,2026-07-13,08:00,16:45
S102172,E1050,ST-01,2026-07-13,07:00,19:45
S102216,E1051,ST-06,2026-07-13,06:15,14:00
S102265,E1052,ST-01,2026-07-13,06:00,15:30
S102302,E1053,ST-01,2026-07-13,18:00,07:00
S102343,E1054,ST-03,2026-07-13,09:15,17:00
S102431,E1056,ST-03,2026-07-13,07:15,17:00
S102479,E1057,ST-01,2026-07-13,06:15,16:30
S102576,E1059,ST-05,2026-07-13,07:00,15:45
S102623,E1060,ST-02,2026-07-13,06:00,15:00
S102721,E1062,ST-05,2026-07-13,08:30,18:30
S102813,E1064,ST-04,2026-07-13,08:00,17:45
S102892,E1066,ST-05,2026-07-13,08:30,18:45
S102987,E1068,ST-01,2026-07-13,08:00,17:30
S103112,E1071,ST-02,2026-07-13,06:15,16:15
S103199,E1073,ST-01,2026-07-13,08:00,17:00
S103249,E1074,ST-05,2026-07-13,06:00,15:30
S103397,E1077,ST-04,2026-07-13,19:15,07:00
S103436,E1078,ST-03,2026-07-13,18:00,05:15
S103478,E1079,ST-05,2026-07-13,08:00,19:00
S103525,E1080,ST-04,2026-07-13,06:00,14:00
S103599,E1082,ST-04,2026-07-13,06:15,18:00
S103722,E1085,ST-04,2026-07-13,09:00,17:30
S103864,E1088,ST-05,2026-07-13,09:15,18:15
S103916,E1089,ST-02,2026-07-13,08:00,17:30
S103973,E1090,ST-05,2026-07-13,08:30,17:00
S104024,E1092,ST-04,2026-07-13,08:30,18:30
S104071,E1093,ST-02,2026-07-13,08:30,17:45
S104112,E1094,ST-04,2026-07-13,18:30,07:15
S104159,E1095,ST-03,2026-07-13,07:00,16:15
S104211,E1096,ST-02,2026-07-13,07:30,16:30
S104270,E1097,ST-02,2026-07-13,07:00,16:00
S104325,E1099,ST-02,2026-07-13,18:00,06:15
S104375,E1100,ST-06,2026-07-13,09:00,17:45
S104422,E1101,ST-06,2026-07-13,08:00,
S104501,E1103,ST-06,2026-07-13,06:00,17:15
S104645,E1106,ST-03,2026-07-13,07:30,19:00
S104688,E1107,ST-04,2026-07-13,06:00,15:15
S104738,E1108,ST-06,2026-07-13,06:15,15:15
S104785,E1109,ST-05,2026-07-13,06:00,15:00
S104829,E1110,ST-06,2026-07-13,06:15,16:00
S104874,E1111,ST-05,2026-07-13,06:15,15:00
S104917,E1112,ST-05,2026-07-13,08:00,19:45
S105008,E1114,ST-01,2026-07-13,06:00,15:45
S105056,E1115,ST-06,2026-07-13,08:00,18:15
S105097,E1116,ST-02,2026-07-13,08:30,20:30
S105140,E1117,ST-03,2026-07-13,07:15,17:15
S105227,E1119,ST-02,2026-07-13,06:15,15:45
S105384,E1122,ST-03,2026-07-13,09:15,18:15
S105439,E1123,ST-01,2026-07-13,06:00,16:45
S105488,E1124,ST-04,2026-07-13,09:00,18:45
S105538,E1125,ST-05,2026-07-13,06:00,15:30
S105595,E1127,ST-04,2026-07-13,06:30,16:15
S105644,E1128,ST-04,2026-07-13,08:00,19:45
S105685,E1129,ST-04,2026-07-13,08:00,16:15
S105733,E1130,ST-02,2026-07-13,07:00,16:15
S105825,E1132,ST-02,2026-07-13,18:30,07:00
S105874,E1133,ST-01,2026-07-13,08:00,17:00
S105969,E1135,ST-05,2026-07-13,06:15,14:30
S106016,E1136,ST-03,2026-07-13,06:00,15:00
S106020,E1136,ST-05,2026-07-13,07:00,11:00
S106063,E1137,ST-05,2026-07-13,08:15,17:15
S106147,E1139,ST-03,2026-07-13,19:15,06:15
S106187,E1140,ST-04,2026-07-13,07:30,17:15
S106228,E1141,ST-01,2026-07-13,06:15,18:30
S106347,E1144,ST-06,2026-07-13,06:00,14:30
S106420,E1146,ST-04,2026-07-13,19:00,07:15
S106455,E1147,ST-01,2026-07-13,08:00,19:15
S106492,E1148,ST-01,2026-07-13,09:00,19:00
S106533,E1149,ST-05,2026-07-13,06:30,18:15
S106571,E1150,ST-06,2026-07-13,18:00,05:30
S106620,E1151,ST-04,2026-07-13,06:30,15:45
S106663,E1152,ST-06,2026-07-13,08:00,19:45
S106710,E1153,ST-02,2026-07-13,07:30,16:45
S106759,E1154,ST-04,2026-07-13,08:30,17:45
S106895,E1157,ST-05,2026-07-13,08:00,19:45
S106937,E1158,ST-04,2026-07-13,07:00,16:00
S106980,E1159,ST-06,2026-07-13,20:00,06:45
S107156,E1163,ST-01,2026-07-13,09:15,19:15
S107206,E1164,ST-04,2026-07-13,07:00,17:15
S107303,E1166,ST-06,2026-07-13,09:00,19:00
S107387,E1168,ST-04,2026-07-13,08:15,18:45
S107435,E1169,ST-05,2026-07-13,06:00,15:15
S107483,E1170,ST-05,2026-07-13,08:00,16:45
S107528,E1171,ST-02,2026-07-13,07:30,17:00
S107575,E1172,ST-04,2026-07-13,07:15,16:00
S107621,E1173,ST-05,2026-07-13,09:00,19:00
S107671,E1174,ST-01,2026-07-13,07:00,15:00
S107757,E1176,ST-06,2026-07-13,18:00,06:30
S107799,E1177,ST-02,2026-07-13,07:00,16:15
S107848,E1178,ST-03,2026-07-13,07:00,15:45
S107936,E1180,ST-06,2026-07-13,07:00,16:00
S107976,E1181,ST-04,2026-07-13,18:30,07:00
S108052,E1183,ST-06,2026-07-13,20:00,08:00
S108146,E1185,ST-04,2026-07-13,09:00,17:15
S108229,E1187,ST-04,2026-07-13,09:00,18:00
S108319,E1189,ST-03,2026-07-13,07:15,16:15
S108364,E1190,ST-05,2026-07-13,09:00,21:00
S108411,E1191,ST-01,2026-07-13,06:30,15:45
S108604,E1196,ST-04,2026-07-13,18:00,06:30
S108646,E1197,ST-02,2026-07-13,08:15,17:00
S108755,E1199,ST-05,2026-07-13,06:00,15:15
S108804,E1200,ST-04,2026-07-13,06:30,15:30
S108886,E1202,ST-06,2026-07-13,18:15,07:00
S108929,E1203,ST-03,2026-07-13,09:00,18:15
S108976,E1204,ST-02,2026-07-13,06:00,14:45
S109027,E1205,ST-02,2026-07-13,07:00,16:00
S109167,E1208,ST-01,2026-07-13,08:00,16:15
S109217,E1209,ST-05,2026-07-13,08:15,17:15
S109338,E1212,ST-06,2026-07-13,18:30,
S109382,E1213,ST-03,2026-07-13,08:30,17:15
S100024,E1001,ST-01,2026-07-14,07:00,16:00
S100075,E1002,ST-02,2026-07-14,06:00,15:15
S100128,E1003,ST-03,2026-07-14,06:00,14:15
S100172,E1004,ST-03,2026-07-14,19:00,06:00
S100265,E1006,ST-04,2026-07-14,08:00,19:30
S100471,E1011,ST-01,2026-07-14,09:30,18:15
S100514,E1012,ST-04,2026-07-14,06:00,15:15
S100554,E1013,ST-04,2026-07-14,08:15,21:00
S100630,E1015,ST-05,2026-07-14,08:00,17:45
S100634,E1015,ST-06,2026-07-14,09:15,13:15
S100684,E1016,ST-04,2026-07-14,08:00,17:45
S100762,E1018,ST-01,2026-07-14,08:15,17:45
S100805,E1019,ST-05,2026-07-14,07:30,15:15
S100847,E1020,ST-03,2026-07-14,06:30,15:45
S100885,E1021,ST-04,2026-07-14,06:00,18:30
S100927,E1022,ST-06,2026-07-14,08:00,17:30
S101105,E1026,ST-05,2026-07-14,08:00,20:15
S101152,E1027,ST-06,2026-07-14,06:00,15:15
S101200,E1028,ST-01,2026-07-14,06:30,16:30
S101247,E1029,ST-04,2026-07-14,08:00,17:15
S101297,E1030,ST-03,2026-07-14,06:00,14:45
S101393,E1032,ST-01,2026-07-14,08:30,17:45
S101543,E1035,ST-01,2026-07-14,09:15,20:45
S101587,E1037,ST-03,2026-07-14,20:15,08:15
S101662,E1039,ST-04,2026-07-14,06:15,14:15
S101849,E1043,ST-03,2026-07-14,06:00,14:45
S101944,E1045,ST-05,2026-07-14,06:15,15:00
S102037,E1047,ST-06,2026-07-14,08:30,19:00
S102132,E1049,ST-01,2026-07-14,06:30,17:00
S102217,E1051,ST-06,2026-07-14,06:15,15:45
S102386,E1055,ST-06,2026-07-14,19:00,07:00
S102432,E1056,ST-03,2026-07-14,08:00,18:45
S102480,E1057,ST-01,2026-07-14,08:00,17:45
S102523,E1058,ST-04,2026-07-14,07:00,16:45
S102768,E1063,ST-05,2026-07-14,06:00,15:00
S102855,E1065,ST-03,2026-07-14,18:00,06:00
S102893,E1066,ST-05,2026-07-14,07:15,15:45
S102940,E1067,ST-06,2026-07-14,07:00,16:30
S103029,E1069,ST-05,2026-07-14,08:00,19:45
S103067,E1070,ST-05,2026-07-14,19:15,07:15
S103113,E1071,ST-02,2026-07-14,08:30,17:45
S103250,E1074,ST-05,2026-07-14,09:15,19:30
S103350,E1076,ST-03,2026-07-14,09:00,18:15
S103437,E1078,ST-03,2026-07-14,19:15,
S103479,E1079,ST-05,2026-07-14,09:15,18:15
S103562,E1081,ST-04,2026-07-14,18:15,07:00
S103600,E1082,ST-04,2026-07-14,08:00,21:00
S103636,E1083,ST-05,2026-07-14,19:00,06:15
S103675,E1084,ST-03,2026-07-14,07:15,19:00
S103771,E1086,ST-03,2026-07-14,19:30,07:30
S103816,E1087,ST-02,2026-07-14,08:30,20:45
S103865,E1088,ST-05,2026-07-14,06:00,13:15
S103917,E1089,ST-02,2026-07-14,08:00,17:30
S103976,E1091,ST-06,2026-07-14,06:00,15:00
S104072,E1093,ST-02,2026-07-14,07:00,16:00
S104160,E1095,ST-03,2026-07-14,08:15,
S104273,E1098,ST-03,2026-07-14,08:00,17:45
S104326,E1099,ST-02,2026-07-14,19:15,07:15
S104423,E1101,ST-06,2026-07-14,06:00,18:15
S104459,E1102,ST-04,2026-07-14,07:00,16:00
S104502,E1103,ST-06,2026-07-14,06:00,16:30
S104547,E1104,ST-02,2026-07-14,09:00,19:00
S104597,E1105,ST-04,2026-07-14,06:00,14:30
S104646,E1106,ST-03,2026-07-14,08:00,20:30
S104739,E1108,ST-06,2026-07-14,06:00,15:45
S104786,E1109,ST-05,2026-07-14,06:00,15:00
S104875,E1111,ST-05,2026-07-14,08:00,17:45
S104918,E1112,ST-05,2026-07-14,06:30,18:45
S104960,E1113,ST-02,2026-07-14,08:15,17:30
S105098,E1116,ST-02,2026-07-14,06:30,19:00
S105228,E1119,ST-02,2026-07-14,07:15,16:15
S105287,E1120,ST-01,2026-07-14,06:00,15:30
S105333,E1121,ST-03,2026-07-14,18:00,07:00
S105385,E1122,ST-03,2026-07-14,08:00,16:45
S105440,E1123,ST-01,2026-07-14,09:00,18:30
S105489,E1124,ST-04,2026-07-14,08:00,17:00
S105539,E1125,ST-05,2026-07-14,08:00,16:30
S105592,E1126,ST-06,2026-07-14,09:00,18:00
S105596,E1127,ST-04,2026-07-14,08:00,17:30
S105783,E1131,ST-01,2026-07-14,06:00,15:15
S105829,E1132,ST-03,2026-07-14,20:15,00:15
S106064,E1137,ST-05,2026-07-14,06:30,15:15
S106107,E1138,ST-01,2026-07-14,18:00,05:45
S106148,E1139,ST-03,2026-07-14,19:15,07:00
S106229,E1141,ST-01,2026-07-14,07:00,19:00
S106305,E1143,ST-02,2026-07-14,06:30,16:00
S106493,E1148,ST-01,2026-07-14,07:30,16:30
S106534,E1149,ST-05,2026-07-14,06:15,18:45
S106664,E1152,ST-06,2026-07-14,08:00,20:00
S106711,E1153,ST-02,2026-07-14,07:00,15:15
S106804,E1155,ST-03,2026-07-14,06:00,18:45
S106848,E1156,ST-04,2026-07-14,06:30,15:45
S106896,E1157,ST-05,2026-07-14,07:00,18:45
S106938,E1158,ST-04,2026-07-14,09:00,19:45
S106981,E1159,ST-06,2026-07-14,18:30,06:15
S107019,E1160,ST-01,2026-07-14,06:30,15:15
S107207,E1164,ST-04,2026-07-14,08:00,17:30
S107254,E1165,ST-05,2026-07-14,06:00,15:30
S107345,E1167,ST-02,2026-07-14,08:15,21:00
S107388,E1168,ST-04,2026-07-14,06:30,16:15
S107484,E1170,ST-05,2026-07-14,09:30,19:45
S107529,E1171,ST-02,2026-07-14,08:00,17:45
S107576,E1172,ST-04,2026-07-14,08:15,18:00
S107622,E1173,ST-05,2026-07-14,08:00,17:00
S107672,E1174,ST-01,2026-07-14,08:00,17:15
S107800,E1177,ST-02,2026-07-14,06:00,14:15
S107849,E1178,ST-03,2026-07-14,09:00,19:15
S108053,E1183,ST-06,2026-07-14,19:15,07:30
S108147,E1185,ST-04,2026-07-14,08:30,18:15
S108185,E1186,ST-05,2026-07-14,08:00,20:30
S108274,E1188,ST-02,2026-07-14,08:30,
S108320,E1189,ST-03,2026-07-14,08:00,17:15
S108365,E1190,ST-05,2026-07-14,08:30,20:00
S108412,E1191,ST-01,2026-07-14,09:15,18:30
S108504,E1193,ST-03,2026-07-14,09:00,17:45
S108560,E1195,ST-04,2026-07-14,06:30,16:00
S108605,E1196,ST-04,2026-07-14,20:00,09:00
S108701,E1198,ST-04,2026-07-14,09:15,17:15
S108756,E1199,ST-05,2026-07-14,09:00,17:45
S108930,E1203,ST-03,2026-07-14,07:15,16:15
S108977,E1204,ST-02,2026-07-14,08:15,17:00
S109028,E1205,ST-02,2026-07-14,08:00,17:00
S109168,E1208,ST-01,2026-07-14,09:30,18:00
S109218,E1209,ST-05,2026-07-14,06:00,15:00
S109263,E1210,ST-03,2026-07-14,06:00,
S109339,E1212,ST-06,2026-07-14,20:15,07:45
S109383,E1213,ST-03,2026-07-14,07:00,
S100025,E1001,ST-01,2026-07-15,09:00,18:15
S100076,E1002,ST-02,2026-07-15,08:00,
S100129,E1003,ST-03,2026-07-15,08:15,18:00
S100219,E1005,ST-05,2026-07-15,06:15,15:00
S100303,E1007,ST-06,2026-07-15,06:00,17:00
S100338,E1008,ST-03,2026-07-15,06:00,18:00
S100424,E1010,ST-01,2026-07-15,08:00,17:15
S100472,E1011,ST-01,2026-07-15,09:30,17:30
S100555,E1013,ST-04,2026-07-15,06:30,18:30
S100631,E1015,ST-05,2026-07-15,09:30,19:30
S100685,E1016,ST-04,2026-07-15,09:15,18:30
S100722,E1017,ST-05,2026-07-15,08:00,20:30
S100973,E1023,ST-01,2026-07-15,09:00,19:00
S101066,E1025,ST-02,2026-07-15,07:30,18:15
S101153,E1027,ST-06,2026-07-15,06:15,15:30
S101248,E1029,ST-04,2026-07-15,06:30,15:30
S101394,E1032,ST-01,2026-07-15,08:00,17:30
S101447,E1033,ST-01,2026-07-15,06:15,17:00
S101490,E1034,ST-02,2026-07-15,06:00,16:30
S101544,E1035,ST-01,2026-07-15,08:30,12:30
S101617,E1038,ST-06,2026-07-15,09:00,21:15
S101663,E1039,ST-04,2026-07-15,07:00,15:45
S101716,E1040,ST-03,2026-07-15,09:00,18:30
S101762,E1041,ST-03,2026-07-15,06:00,15:30
S101850,E1043,ST-03,2026-07-15,08:30,17:30
S101897,E1044,ST-02,2026-07-15,18:00,06:00
S101945,E1045,ST-05,2026-07-15,08:00,17:15
S101996,E1046,ST-03,2026-07-15,07:30,15:45
S102084,E1048,ST-01,2026-07-15,06:15,16:30
S102133,E1049,ST-01,2026-07-15,08:00,17:30
S102173,E1050,ST-01,2026-07-15,09:30,21:15
S102266,E1052,ST-01,2026-07-15,07:15,16:15
S102303,E1053,ST-01,2026-07-15,18:15,06:15
S102344,E1054,ST-03,2026-07-15,09:30,18:45
S102387,E1055,ST-06,2026-07-15,18:30,06:00
S102481,E1057,ST-01,2026-07-15,06:00,16:30
S102524,E1058,ST-04,2026-07-15,07:15,16:30
S102577,E1059,ST-05,2026-07-15,06:00,16:15
S102673,E1061,ST-01,2026-07-15,06:15,15:00
S102722,E1062,ST-05,2026-07-15,08:00,19:15
S102769,E1063,ST-05,2026-07-15,06:15,16:30
S102814,E1064,ST-04,2026-07-15,06:15,15:00
S102856,E1065,ST-03,2026-07-15,20:00,08:15
S102941,E1067,ST-06,2026-07-15,08:15,17:45
S102988,E1068,ST-01,2026-07-15,09:00,18:45
S103068,E1070,ST-05,2026-07-15,20:15,08:45
S103155,E1072,ST-06,2026-07-15,09:00,19:00
S103200,E1073,ST-01,2026-07-15,07:00,16:30
S103300,E1075,ST-06,2026-07-15,06:00,15:00
S103351,E1076,ST-03,2026-07-15,08:30,18:15
S103438,E1078,ST-03,2026-07-15,18:00,07:30
S103526,E1080,ST-04,2026-07-15,07:00,16:00
S103676,E1084,ST-03,2026-07-15,06:15,19:00
S103723,E1085,ST-04,2026-07-15,07:00,16:30
S103772,E1086,ST-03,2026-07-15,20:00,08:00
S103817,E1087,ST-02,2026-07-15,06:00,
S103866,E1088,ST-05,2026-07-15,08:00,17:45
S103974,E1090,ST-05,2026-07-15,08:00,18:15
S103977,E1091,ST-06,2026-07-15,06:30,15:15
S104025,E1092,ST-04,2026-07-15,06:00,16:45
S104073,E1093,ST-02,2026-07-15,07:30,16:45
S104113,E1094,ST-04,2026-07-15,20:15,07:30
S104212,E1096,ST-02,2026-07-15,08:00,16:45
S104327,E1099,ST-02,2026-07-15,18:00,07:00
S104376,E1100,ST-06,2026-07-15,08:30,17:30
S104460,E1102,ST-04,2026-07-15,06:30,16:00
S104503,E1103,ST-06,2026-07-15,06:00,15:45
S104598,E1105,ST-04,2026-07-15,06:15,15:15
S104689,E1107,ST-04,2026-07-15,08:30,18:15
S104740,E1108,ST-06,2026-07-15,07:00,15:45
S104876,E1111,ST-05,2026-07-15,07:30,16:30
S104919,E1112,ST-05,2026-07-15,08:00,21:30
S104961,E1113,ST-02,2026-07-15,08:15,18:00
S105009,E1114,ST-01,2026-07-15,09:15,18:15
S105057,E1115,ST-06,2026-07-15,08:00,16:15
S105099,E1116,ST-02,2026-07-15,08:30,19:45
S105141,E1117,ST-03,2026-07-15,06:00,16:30
S105181,E1118,ST-03,2026-07-15,08:15,17:15
S105229,E1119,ST-02,2026-07-15,09:00,17:45
S105288,E1120,ST-01,2026-07-15,06:30,15:15
S105334,E1121,ST-03,2026-07-15,18:30,06:45
S105386,E1122,ST-03,2026-07-15,08:30,16:15
S105441,E1123,ST-01,2026-07-15,09:15,19:30
S105490,E1124,ST-04,2026-07-15,06:15,15:45
S105540,E1125,ST-05,2026-07-15,08:00,15:45
S105597,E1127,ST-04,2026-07-15,08:00,19:15
S105734,E1130,ST-02,2026-07-15,09:00,19:15
S105784,E1131,ST-01,2026-07-15,06:15,16:00
S105830,E1132,ST-03,2026-07-15,18:00,22:00
S105875,E1133,ST-01,2026-07-15,06:30,14:45
S105919,E1134,ST-04,2026-07-15,09:30,17:45
S105973,E1135,ST-02,2026-07-15,07:00,11:00
S106017,E1136,ST-03,2026-07-15,06:00,13:45
S106021,E1136,ST-05,2026-07-15,06:00,10:00
S106065,E1137,ST-05,2026-07-15,09:00,18:00
S106188,E1140,ST-04,2026-07-15,09:15,18:30
S106268,E1142,ST-03,2026-07-15,06:30,19:30
S106306,E1143,ST-02,2026-07-15,06:00,
S106385,E1145,ST-03,2026-07-15,19:15,08:15
S106712,E1153,ST-02,2026-07-15,08:15,16:45
S106760,E1154,ST-04,2026-07-15,08:30,17:00
S106805,E1155,ST-03,2026-07-15,06:15,19:00
S106849,E1156,ST-04,2026-07-15,09:30,18:30
S107062,E1161,ST-05,2026-07-15,08:00,20:45
S107106,E1162,ST-03,2026-07-15,06:00,16:15
S107157,E1163,ST-01,2026-07-15,07:00,16:00
S107346,E1167,ST-02,2026-07-15,06:00,18:30
S107389,E1168,ST-04,2026-07-15,08:00,18:15
S107436,E1169,ST-05,2026-07-15,07:00,15:45
S107485,E1170,ST-05,2026-07-15,08:15,17:00
S107623,E1173,ST-05,2026-07-15,08:00,18:00
S107717,E1175,ST-03,2026-07-15,08:30,20:15
S107893,E1179,ST-05,2026-07-15,06:00,18:15
S108054,E1183,ST-06,2026-07-15,18:30,06:00
S108096,E1184,ST-06,2026-07-15,20:15,08:45
S108148,E1185,ST-04,2026-07-15,08:30,18:15
S108230,E1187,ST-04,2026-07-15,08:00,16:30
S108275,E1188,ST-02,2026-07-15,08:00,19:45
S108366,E1190,ST-05,2026-07-15,08:00,21:00
S108413,E1191,ST-01,2026-07-15,07:00,14:45
S108455,E1192,ST-05,2026-07-15,07:00,19:45
S108561,E1195,ST-04,2026-07-15,08:00,16:45
S108606,E1196,ST-04,2026-07-15,18:00,06:00
S108647,E1197,ST-02,2026-07-15,08:30,16:30
S108702,E1198,ST-04,2026-07-15,06:15,16:15
S108805,E1200,ST-04,2026-07-15,07:00,15:15
S108847,E1201,ST-06,2026-07-15,09:30,20:45
S108887,E1202,ST-06,2026-07-15,20:00,07:30
S108931,E1203,ST-03,2026-07-15,07:00,16:15
S108978,E1204,ST-02,2026-07-15,08:00,17:45
S109029,E1205,ST-02,2026-07-15,08:15,16:30
S109075,E1206,ST-03,2026-07-15,08:30,17:15
S109121,E1207,ST-02,2026-07-15,09:00,18:00
S109169,E1208,ST-01,2026-07-15,08:30,16:45
S109264,E1210,ST-03,2026-07-15,08:30,19:30
S109302,E1211,ST-01,2026-07-15,06:00,18:00
S109340,E1212,ST-06,2026-07-15,20:00,
S109384,E1213,ST-03,2026-07-15,08:00,17:00
S100026,E1001,ST-01,2026-07-16,09:00,18:30
S100077,E1002,ST-02,2026-07-16,09:00,18:15
S100130,E1003,ST-03,2026-07-16,06:00,15:15
S100173,E1004,ST-03,2026-07-16,18:00,06:00
S100220,E1005,ST-05,2026-07-16,08:15,18:00
S100266,E1006,ST-04,2026-07-16,08:00,20:15
S100375,E1009,ST-02,2026-07-16,09:30,21:45
S100425,E1010,ST-01,2026-07-16,07:00,16:45
S100515,E1012,ST-04,2026-07-16,09:15,19:30
S100723,E1017,ST-05,2026-07-16,08:00,20:00
S100763,E1018,ST-01,2026-07-16,08:15,18:15
S100806,E1019,ST-05,2026-07-16,06:00,16:00
S100848,E1020,ST-03,2026-07-16,06:00,15:00
S100886,E1021,ST-04,2026-07-16,06:00,18:45
S100928,E1022,ST-06,2026-07-16,06:15,15:15
S100974,E1023,ST-01,2026-07-16,06:30,15:45
S101017,E1024,ST-01,2026-07-16,08:00,16:00
S101067,E1025,ST-02,2026-07-16,06:00,16:45
S101106,E1026,ST-05,2026-07-16,06:15,19:15
S101154,E1027,ST-06,2026-07-16,08:00,17:15
S101201,E1028,ST-01,2026-07-16,07:30,17:00
S101249,E1029,ST-04,2026-07-16,08:15,18:30
S101343,E1031,ST-05,2026-07-16,08:15,18:45
S101395,E1032,ST-01,2026-07-16,06:15,15:15
S101448,E1033,ST-01,2026-07-16,07:00,15:00
S101491,E1034,ST-02,2026-07-16,06:00,15:30
S101588,E1037,ST-03,2026-07-16,20:00,08:45
S101618,E1038,ST-06,2026-07-16,09:15,21:15
S101664,E1039,ST-04,2026-07-16,06:00,15:45
S101717,E1040,ST-03,2026-07-16,06:15,
S101804,E1042,ST-03,2026-07-16,07:00,19:00
S101851,E1043,ST-03,2026-07-16,06:00,14:15
S101946,E1045,ST-05,2026-07-16,08:30,18:45
S101997,E1046,ST-03,2026-07-16,08:15,16:45
S102038,E1047,ST-06,2026-07-16,07:00,17:00
S102134,E1049,ST-01,2026-07-16,06:00,15:30
S102174,E1050,ST-01,2026-07-16,06:00,17:45
S102267,E1052,ST-01,2026-07-16,06:00,16:00
S102304,E1053,ST-01,2026-07-16,20:30,08:15
S102345,E1054,ST-03,2026-07-16,06:15,
S102388,E1055,ST-06,2026-07-16,20:15,08:30
S102433,E1056,ST-03,2026-07-16,08:15,18:45
S102624,E1060,ST-02,2026-07-16,06:30,17:00
S102674,E1061,ST-01,2026-07-16,08:00,16:30
S102989,E1068,ST-01,2026-07-16,08:00,18:00
S103030,E1069,ST-05,2026-07-16,06:00,17:15
S103069,E1070,ST-05,2026-07-16,19:00,07:30
S103156,E1072,ST-06,2026-07-16,06:15,16:15
S103201,E1073,ST-01,2026-07-16,06:30,16:00
S103251,E1074,ST-05,2026-07-16,08:00,17:30
S103301,E1075,ST-06,2026-07-16,06:00,14:45
S103352,E1076,ST-03,2026-07-16,06:30,15:00
S103398,E1077,ST-04,2026-07-16,18:00,07:00
S103480,E1079,ST-05,2026-07-16,08:00,19:15
S103527,E1080,ST-04,2026-07-16,08:00,16:30
S103563,E1081,ST-04,2026-07-16,18:15,05:30
S103724,E1085,ST-04,2026-07-16,08:00,17:30
S103818,E1087,ST-02,2026-07-16,08:00,19:45
S103867,E1088,ST-05,2026-07-16,06:00,15:45
S103918,E1089,ST-02,2026-07-16,07:00,15:15
S104026,E1092,ST-04,2026-07-16,08:00,18:00
S104074,E1093,ST-02,2026-07-16,09:00,22:30
S104161,E1095,ST-03,2026-07-16,06:30,15:15
S104213,E1096,ST-02,2026-07-16,09:30,18:30
S104271,E1097,ST-02,2026-07-16,06:00,15:15
S104377,E1100,ST-06,2026-07-16,08:15,17:00
